Item_Type,Item_Weight,Item_MRP,Item_Outlet_Sales,Timestamp,Item_Identifier,Item_Fat_Content,Item_Visibility,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,MRP_Range,Price_Range
Health and Hygiene,14.0,130.431,778.986,,NCW29,Low Fat,0.028907832,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Frozen Foods,19.75,179.766,2336.958,,FDE04,Regular,0.018059621,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Household,6.525,85.0882,2233.0932,,NCB19,Low Fat,0.090436094,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Meat,10.3,103.9648,1661.8368,,FDV15,Low Fat,0.146399712,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Snack Foods,5.78,264.7568,4745.8224,,FDL58,Regular,0.074264356,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Fruits and Vegetables,11.85,164.1526,3124.5994,,FDA08,Regular,0.050186726,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Fruits and Vegetables,16.35,50.1324,467.3916,,FDT43,Low Fat,0.020631654,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Household,,182.5976,5070.7328,,NCX06,Low Fat,0.01561108,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Fruits and Vegetables,10.5,37.6164,540.6296,,FDT20,Low Fat,0.041395445,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Frozen Foods,19.0,48.0718,992.7078,,FDB41,Regular,0.097313129,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Others,14.6,238.8538,6008.845,,NCN55,Low Fat,0.059582996,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Dairy,,62.9194,2105.2596,,FDE40,Regular,0.098663652,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Canned,,232.63,5359.69,,FDX49,reg,0.101338651,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Health and Hygiene,18.75,104.628,745.696,,NCM53,Low Fat,0.052146456,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Baking Goods,5.26,161.8868,3275.736,,FDE36,Regular,0.041764487,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Snack Foods,18.25,140.2154,1701.7848,,FDN57,Low Fat,0.054344186,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Baking Goods,,177.937,6704.606,,FDI24,Low Fat,0.078362484,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Meat,15.1,242.7512,4119.9704,,FDI19,Low Fat,0.052339069,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Baking Goods,15.5,81.5934,327.5736,,FDF24,Regular,0.042464962,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Frozen Foods,13.65,45.7402,780.9834,,FDG52,Low Fat,0.065732883,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Soft Drinks,16.1,189.3846,3630.6074,,DRF36,LF,0.023625114,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Snack Foods,,107.3622,317.5866,,FDS45,Regular,0.051643608,OUT019,1985.0,Small,Tier 1,Grocery Store,Low,Low
Frozen Foods,12.85,39.7164,231.6984,,FDX40,Low Fat,0.165694219,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Soft Drinks,9.5,32.99,133.16,,DRK12,LF,0.041878397,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Dairy,13.8,245.1802,5650.6446,,DRC27,Low Fat,0.058091482,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Snack Foods,5.78,263.7568,2636.568,,FDL58,Regular,0.0,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Household,19.7,96.0726,1272.3438,,NCD30,Low Fat,0.026903714,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Household,14.65,161.5552,324.9104,,NCZ54,Low Fat,0.0,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Snack Foods,6.67,130.0626,131.1626,,FDE10,Regular,0.150554711,OUT010,1998.0,,Tier 3,Grocery Store,Medium,Medium
Fruits and Vegetables,6.11,131.2968,260.9936,,FDR44,Regular,0.0,OUT010,1998.0,,Tier 3,Grocery Store,Medium,Medium
Frozen Foods,13.65,260.0936,260.9936,,FDP28,Regular,0.134975628,OUT010,1998.0,,Tier 3,Grocery Store,Very High,Very High
Meat,17.2,160.6578,3690.5294,,FDX15,Low Fat,0.15616879,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Meat,6.32,40.2822,1139.1838,,FDA39,LF,0.0,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Baking Goods,4.88,52.9298,1995.4026,,FDY24,Regular,0.133700752,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Baking Goods,5.425,88.3514,1416.8224,,FDC60,Regular,0.115119905,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Frozen Foods,15.85,37.2506,265.6542,,FDH28,Regular,0.110030997,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Canned,7.5,121.7072,3552.7088,,FDT25,Low Fat,0.051038045,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Soft Drinks,12.65,161.5578,2406.867,,DRJ13,Low Fat,0.062837968,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Others,,211.956,213.056,,NCO07,Low Fat,0.017116983,OUT019,1985.0,Small,Tier 1,Grocery Store,Very High,Very High
Fruits and Vegetables,20.75,124.173,2956.152,,FDW20,Low Fat,0.024129332,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Dairy,,152.134,153.134,,DRF27,Low Fat,0.049754975,OUT019,1985.0,Small,Tier 1,Grocery Store,Medium,Medium
Canned,9.0,79.7644,1649.8524,,FDS49,Low Fat,0.0,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Canned,,181.9292,3101.2964,,FDX25,Low Fat,0.101561568,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Household,,165.6526,4769.1254,,NCX42,Low Fat,0.005949644,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Seafood,,170.4764,3435.528,,FDG33,Regular,0.13956116,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Fruits and Vegetables,14.1,86.4198,1133.8574,,FDL56,Low Fat,0.126035694,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Canned,7.55,152.334,2603.278,,FDF14,Low Fat,0.027164679,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Household,13.0,45.406,605.878,,NCD06,Low Fat,0.099325278,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Hard Drinks,,192.8846,2293.0152,,DRM47,Low Fat,0.04357366,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Snack Foods,,118.7782,119.1782,,FDS46,Regular,0.082741482,OUT019,1985.0,Small,Tier 1,Grocery Store,Low,Low
Starchy Foods,12.3,92.9804,1929.4884,,FDB35,Regular,0.064565202,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Snack Foods,,109.8912,2074.6328,,FDX21,LF,0.084554569,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Health and Hygiene,,79.9618,241.6854,,NCU05,Low Fat,0.058451805,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Household,17.25,251.3724,6795.1548,,NCR38,Low Fat,0.113748685,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Household,15.85,42.7112,639.168,,NCR18,Low Fat,0.020603511,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Health and Hygiene,18.85,192.1846,3248.4382,,NCU41,Low Fat,0.052044976,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Fruits and Vegetables,16.35,227.6062,7222.5984,,FDY56,Regular,0.062764429,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Dairy,14.1,229.0668,3225.1352,,DRJ51,Low Fat,0.087977262,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Snack Foods,7.905,249.0408,3755.112,,FDK21,Low Fat,0.010010425,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Canned,12.0,179.3976,3440.8544,,FDY25,Low Fat,0.033946163,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Fruits and Vegetables,12.15,163.4552,974.7312,,FDU44,Regular,0.058414678,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Meat,10.1,75.367,535.969,,FDL43,Low Fat,0.027106459,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Frozen Foods,17.5,262.491,5259.82,,FDF05,Low Fat,0.027022883,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Dairy,,152.034,306.268,,DRF15,Low Fat,0.058153409,OUT019,1985.0,Small,Tier 1,Grocery Store,Medium,Medium
Fruits and Vegetables,17.1,112.3886,1779.0176,,FDL20,Low Fat,0.128937661,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Fruits and Vegetables,7.785,61.451,759.012,,FDV32,Low Fat,0.088846306,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Snack Foods,11.8,125.9704,1877.556,,FDJ34,Regular,0.09357779,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Fruits and Vegetables,13.15,171.8764,3779.0808,,FDG08,Regular,0.165694678,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Frozen Foods,,41.5796,41.2796,,FDQ04,Low Fat,0.148392623,OUT019,1985.0,Small,Tier 1,Grocery Store,Very Low,Very Low
Canned,8.5,51.1324,259.662,,FDW13,Low Fat,0.098438394,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Health and Hygiene,8.645,96.341,193.082,,NCI17,Low Fat,0.143303291,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Meat,17.6,110.9202,1687.803,,FDY03,Regular,0.076276208,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Baking Goods,9.1,127.5362,4655.9394,,FDS12,Low Fat,0.175103435,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Meat,12.8,225.9404,4950.8888,,FDJ55,Regular,0.023511371,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Soft Drinks,7.63,95.4436,1418.154,,DRK01,Low Fat,0.06105276,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Frozen Foods,9.285,246.4144,1225.072,,FDG28,Regular,0.049559042,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Dairy,13.6,231.03,5359.69,,FDY38,Regular,0.119418124,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Breakfast,8.895,176.237,1764.37,,FDN01,Low Fat,0.072545601,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Household,16.35,195.211,2553.343,,NCR54,Low Fat,0.090486828,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Frozen Foods,17.6,43.3454,1006.6896,,FDG29,Low Fat,0.056245075,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Baking Goods,7.975,85.225,1081.925,,FDG24,Low Fat,0.014618973,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Starchy Foods,15.85,36.7164,308.9312,,FDG59,Low Fat,0.043479126,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Frozen Foods,15.7,178.666,2516.724,,FDM28,Low Fat,0.045166237,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Frozen Foods,8.985,128.831,1428.141,,FDW04,Regular,0.057827101,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Dairy,20.35,260.1594,2093.2752,,FDS26,Low Fat,0.089394766,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Fruits and Vegetables,6.59,85.6908,1929.4884,,FDQ56,Low Fat,0.10550944,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Dairy,19.85,264.0884,5829.7448,,FDK51,Low Fat,0.005234153,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Snack Foods,16.85,91.4488,2082.6224,,FDL22,Low Fat,0.036390174,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Meat,,173.1738,7298.4996,,FDH19,Low Fat,0.03292824,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Fruits and Vegetables,16.75,256.4988,7452.9652,,FDY55,Low Fat,0.081252534,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Meat,17.6,110.5202,450.0808,,FDY03,Regular,0.076552407,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Snack Foods,7.905,250.4408,500.6816,,FDK21,Low Fat,0.016758569,OUT010,1998.0,,Tier 3,Grocery Store,Very High,Very High
Snack Foods,,126.202,3668.558,,FDZ10,Low Fat,0.044248175,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Fruits and Vegetables,7.785,103.1964,736.3748,,FDZ32,Regular,0.038288087,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Household,7.825,253.0698,6088.0752,,NCZ18,Low Fat,0.186032678,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Household,,101.0016,2125.2336,,NCF07,Low Fat,0.031867464,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Soft Drinks,20.75,153.0024,2277.036,,DRE49,Low Fat,0.021370201,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Fruits and Vegetables,,190.3846,573.2538,,FDJ08,Low Fat,0.193772568,OUT019,1985.0,Small,Tier 1,Grocery Store,High,High
Meat,6.26,151.1366,2267.049,,FDT39,Regular,0.009866049,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Fruits and Vegetables,18.2,147.3734,296.9468,,FDE08,Low Fat,0.082551042,OUT010,1998.0,,Tier 3,Grocery Store,Medium,Medium
Household,13.0,46.306,559.272,,NCD06,Low Fat,0.099729888,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Fruits and Vegetables,20.25,222.1772,5559.43,,FDB57,Regular,0.018801549,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Household,8.695,95.5094,1237.7222,,NCT54,Low Fat,0.119721451,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Soft Drinks,7.27,113.5518,569.259,,DRF49,Low Fat,0.071222087,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Breakfast,,174.0712,3866.9664,,FDM25,Regular,0.060371962,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Fruits and Vegetables,12.85,198.4768,1379.5376,,FDF20,low fat,0.033287541,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Dairy,7.075,142.7128,1869.5664,,FDH27,Low Fat,0.05858462,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Baking Goods,,196.211,5499.508,,FDV60,Regular,0.11679292,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Baking Goods,8.195,94.3462,925.462,,FDY59,Low Fat,0.031452265,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Baking Goods,7.09,47.9034,583.2408,,FDK36,Low Fat,0.00721395,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Others,6.095,141.4154,1418.154,,NCM31,Low Fat,0.081196619,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Fruits and Vegetables,19.35,80.2644,942.7728,,FDE33,Regular,0.049916364,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Baking Goods,6.15,99.3384,2364.9216,,FDU36,Low Fat,0.04627095,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Canned,,87.9856,3251.7672,,FDV13,Regular,0.02747716,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Fruits and Vegetables,,125.2678,254.3356,,FDV20,Regular,0.104704537,OUT019,1985.0,Small,Tier 1,Grocery Store,Medium,Medium
Household,17.7,167.0474,5895.659,,NCQ54,Low Fat,0.012540003,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Breads,17.85,93.7436,1134.5232,,FDO23,Low Fat,0.147023834,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Soft Drinks,9.395,224.972,7696.648,,DRE60,Low Fat,0.159657596,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Hard Drinks,15.75,250.5382,2775.7202,,DRP47,Low Fat,0.141398626,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Fruits and Vegetables,7.475,241.2854,5317.0788,,FDB21,Low Fat,0.148821808,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Frozen Foods,7.075,98.0068,874.8612,,FDR04,Low Fat,0.0,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Baking Goods,6.445,92.6436,1039.9796,,FDX23,Low Fat,0.029691762,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Fruits and Vegetables,19.1,235.0958,3038.0454,,FDX19,Low Fat,0.096715523,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Dairy,20.25,193.6162,3848.324,,FDD40,Regular,0.014790559,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Canned,15.0,59.1904,527.3136,,FDA01,Regular,0.054378253,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Snack Foods,6.67,89.1514,2390.8878,,FDS33,Regular,0.123428594,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Canned,,60.222,1677.816,,FDM50,Regular,0.029943463,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Frozen Foods,16.7,112.7176,801.6232,,FDB29,Regular,0.052368061,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Snack Foods,7.07,115.5834,1267.0174,,FDF46,Low Fat,0.093861144,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Snack Foods,6.48,148.0076,886.8456,,FDA33,Low Fat,0.033968647,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Fruits and Vegetables,19.0,228.272,452.744,,FDC08,Regular,0.173154079,OUT010,1998.0,,Tier 3,Grocery Store,Very High,Very High
Frozen Foods,13.35,147.5392,3877.6192,,FDB53,Low Fat,0.139735226,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Fruits and Vegetables,,146.6418,4414.254,,FDY31,Low Fat,0.043351896,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Hard Drinks,,122.4388,5448.9072,,DRQ35,Low Fat,0.042086652,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Baking Goods,9.695,223.9404,4950.8888,,FDX36,Regular,0.12848269,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Soft Drinks,15.0,62.6168,958.752,,DRD13,Low Fat,0.049357077,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Dairy,11.15,149.9708,1956.1204,,FDC52,Regular,0.008326735,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Fruits and Vegetables,20.85,103.2306,2404.2038,,FDB45,Low Fat,0.021362955,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Others,9.8,194.3478,387.4956,,NCK19,Low Fat,0.151420934,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Meat,16.35,165.0842,994.7052,,FDV51,Low Fat,0.032511818,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Breads,9.6,101.299,1754.383,,FDZ35,Regular,0.022323658,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Health and Hygiene,,129.9994,3340.9844,,NCW17,Low Fat,0.019292355,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Breads,13.35,216.7166,3918.8988,,FDV59,Low Fat,0.048124443,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Dairy,20.7,76.367,306.268,,DRH39,Low Fat,0.09261307,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Baking Goods,,158.4604,4278.4308,,FDN60,Low Fat,0.094697274,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Fruits and Vegetables,16.2,260.6278,4425.5726,,FDU55,Low Fat,0.035984104,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Snack Foods,,230.9984,9267.936,,FDN58,Regular,0.056596985,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Frozen Foods,,76.867,229.701,,FDC41,Low Fat,0.2047,OUT019,1985.0,Small,Tier 1,Grocery Store,Very Low,Very Low
Breakfast,,129.3994,2055.9904,,FDO01,Regular,0.020618324,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Others,5.5,101.3016,3339.6528,,NCO43,Low Fat,0.04709821,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Fruits and Vegetables,15.1,221.7456,6410.3224,,FDQ07,Regular,0.087584126,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Frozen Foods,15.7,122.9046,1992.0736,,FDF28,Regular,0.038078899,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Breakfast,7.895,104.4332,2870.9296,,FDM01,reg,0.095102092,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Canned,,164.5184,2807.0128,,FDY49,Regular,0.011953902,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Baking Goods,17.35,88.183,539.298,,FDR24,Regular,0.062799379,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Household,7.285,174.3054,4377.635,,NCY18,Low Fat,0.031125709,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Household,20.25,180.9976,2716.464,,NCY30,Low Fat,0.026005891,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
Snack Foods,,190.9504,383.5008,,FDJ22,Low Fat,0.09246392,OUT019,1985.0,Small,Tier 1,Grocery Store,High,High
Soft Drinks,15.85,59.5904,703.0848,,DRI37,Low Fat,0.107765165,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Meat,6.17,66.3826,1937.478,,FDL27,Low Fat,0.010647477,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Household,19.5,182.2608,3307.6944,,NCO30,Low Fat,0.015749341,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Household,19.2,197.611,3142.576,,NCB07,Low Fat,0.077628053,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Canned,16.7,181.2292,2554.0088,,FDX25,Low Fat,0.0,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Breads,20.85,104.0648,1869.5664,,FDP59,Regular,0.056695731,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Breads,14.5,260.4594,5494.8474,,FDR59,Regular,0.063993068,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Meat,11.395,233.1616,6093.4016,,FDT27,Regular,0.069529262,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Soft Drinks,7.97,174.0422,2586.633,,DRI01,Low Fat,0.034452949,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Snack Foods,7.71,55.2956,1255.6988,,FDU09,Regular,0.06670068,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Canned,19.25,141.7496,4093.3384,,FDH26,Regular,0.034699737,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Dairy,7.075,142.2128,3163.8816,,FDH27,Low Fat,0.058346939,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Meat,,166.0816,5033.448,,FDN39,Regular,0.065203103,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Frozen Foods,11.6,79.9276,1137.1864,,FDH40,Regular,0.078929571,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,,98.77,2696.49,,FDJ56,Low Fat,0.182514881,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Hard Drinks,12.1,178.566,898.83,,DRN47,Low Fat,0.016895293,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Health and Hygiene,10.0,118.244,2756.412,,NCO17,Low Fat,0.073379745,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Baking Goods,14.35,81.896,878.856,,FDX60,Low Fat,0.08075758,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Snack Foods,10.395,58.222,659.142,,FDT22,Low Fat,0.112271498,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Dairy,,182.6292,182.4292,,FDX26,Low Fat,0.153741385,OUT019,1985.0,Small,Tier 1,Grocery Store,High,High
Fruits and Vegetables,8.1,211.4902,3610.6334,,FDG45,Low Fat,0.127929521,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Fruits and Vegetables,8.05,256.4646,5153.292,,FDD44,Regular,0.07838564,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Meat,9.195,108.7596,2588.6304,,FDS15,Regular,0.078502143,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Dairy,20.7,212.5876,1286.3256,,FDL51,Regular,0.047684831,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Fruits and Vegetables,15.7,110.1544,1230.3984,,FDL32,Regular,0.123159656,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Fruits and Vegetables,,60.2194,1733.7432,,FDZ07,Regular,0.0,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Health and Hygiene,,193.8162,384.8324,,NCW53,Low Fat,0.053392944,OUT019,1985.0,Small,Tier 1,Grocery Store,High,High
Household,16.5,180.0318,3969.4996,,NCA54,Low Fat,0.036715907,OUT045,2002.0,,Tier 2,Supermarket Type1,High,High
