Item_Name,Category,Item_Weight,Item_MRP,Item_Outlet_Sales,Timestamp,Shelf_Life_Days,Seasonal_Demand,Packaging_Type,Trending_Score,Outlet_Type,Fat_Content,Establishment_Year,Tier,Visibility
Low-Fat Milk,Dairy Products,0.94,3.0100000000000002,264.0,2025-01-11 08:54:45.996714,6,Medium,Packaged,7.034984142083026,Supermarket Type2,Low Fat,2015,Tier 2,0.974081963918566
Whole Milk,Dairy Products,1.02,3.45,312.61,2025-01-11 08:54:45.997071,20,Medium,Packaged,9.702851242673177,Supermarket Type1,Full Fat,2010,Tier 1,1.0
Banana,Fruits and Vegetables,0.16999999999999998,1.59,601.7299999999999,2025-01-11 08:54:45.997414,14,Medium,Loose,6.171244669676521,Supermarket Type2,Regular,2015,Tier 2,0.959107037581215
Energy Bars,Packaged Snacks,0.18,2.87,193.6,2025-01-11 08:54:45.997722,148,High,Packaged,8.640857148464304,Supermarket Type1,Regular,2010,Tier 1,0.9859175307505339
Cheese,Dairy Products,0.3,5.48,162.31,2025-01-11 08:54:45.998020,54,Low,Packaged,7.765830770995314,Supermarket Type1,Full Fat,2010,Tier 1,0.8941662941540433
Banana,Fruits and Vegetables,0.12,2.24,558.12,2025-01-11 08:54:45.998398,1,Medium,Loose,7.300798060558426,Supermarket Type2,Regular,2015,Tier 2,0.9742469996679871
Orange,Fruits and Vegetables,0.16999999999999998,2.24,153.17000000000002,2025-01-11 08:54:45.998720,11,High,Loose,6.8698119424204425,Supermarket Type1,Regular,2012,Tier 1,0.8600315413205415
Energy Bars,Packaged Snacks,0.22,2.26,243.81,2025-01-11 08:54:45.999020,153,High,Packaged,9.370146062641759,Supermarket Type1,Regular,2010,Tier 1,0.8356452461770844
Potato Chips,Packaged Snacks,0.21000000000000002,2.06,230.57,2025-01-11 08:54:45.999358,81,High,Packaged,7.73105502512967,Supermarket Type2,Regular,2015,Tier 2,0.97520056989563
Chocolate Cookies,Packaged Snacks,0.36,2.66,225.92,2025-01-11 08:54:45.999683,116,High,Packaged,8.527385439471203,Supermarket Type1,Regular,2012,Tier 1,1.0
Low-Fat Milk,Dairy Products,1.01,3.6,570.16,2025-01-11 08:54:45.999986,4,Medium,Packaged,7.953030126628306,Supermarket Type2,Low Fat,2015,Tier 2,0.9796551675015818
Oats,Grains and Cereals,0.56,3.86,179.38,2025-01-11 08:54:46.000398,187,High,Packaged,8.989637528608753,Supermarket Type3,Regular,2018,Tier 3,0.7798230078187056
Butter,Dairy Products,0.22,4.04,177.18,2025-01-11 08:54:46.000761,39,Medium,Packaged,7.631006333862402,Supermarket Type3,Full Fat,2018,Tier 3,0.7308050932840496
Apple,Fruits and Vegetables,0.29000000000000004,2.39,142.52,2025-01-11 08:54:46.001069,11,High,Loose,7.064856573573541,Supermarket Type1,Regular,2010,Tier 1,0.7946137484335111
White Rice,Grains and Cereals,0.95,2.83,582.66,2025-01-11 08:54:46.001375,372,Low,Packaged,6.010857971064747,Supermarket Type1,Regular,2010,Tier 1,0.8024210672630522
White Rice,Grains and Cereals,0.98,2.41,536.4,2025-01-11 08:54:46.001722,370,Low,Packaged,6.621924186125601,Supermarket Type1,Regular,2010,Tier 1,0.9381103670756892
Low-Fat Milk,Dairy Products,0.9,3.24,269.48,2025-01-11 08:54:46.002028,11,Medium,Packaged,7.114327147704948,Supermarket Type2,Low Fat,2015,Tier 2,0.9341230516752188
Potato Chips,Packaged Snacks,0.13,1.85,230.87,2025-01-11 08:54:46.002325,92,High,Packaged,8.223458414482959,Supermarket Type2,Regular,2015,Tier 2,0.986283448901007
Butter,Dairy Products,0.21,4.75,128.48,2025-01-11 08:54:46.002694,26,Medium,Packaged,7.02446158118052,Supermarket Type3,Full Fat,2018,Tier 3,0.7665868391676871
Butter,Dairy Products,0.29,4.61,123.75,2025-01-11 08:54:46.003020,24,Medium,Packaged,7.040728132037473,Supermarket Type3,Full Fat,2018,Tier 3,0.8452571697009564
Yogurt,Dairy Products,0.51,2.11,175.53,2025-01-11 08:54:46.003339,20,High,Packaged,8.216597084255191,Supermarket Type1,Low Fat,2012,Tier 1,1.0
Butter,Dairy Products,0.15,4.78,159.31,2025-01-11 08:54:46.003679,32,Medium,Packaged,7.837758893527508,Supermarket Type3,Full Fat,2018,Tier 3,0.8768185105851984
White Rice,Grains and Cereals,0.96,2.3,187.1,2025-01-11 08:54:46.004052,356,Low,Packaged,5.736139390415933,Supermarket Type2,Regular,2015,Tier 2,0.8342349494946434
White Rice,Grains and Cereals,1.0,2.7800000000000002,591.9799999999999,2025-01-11 08:54:46.004395,373,Low,Packaged,5.761963933125255,Supermarket Type1,Regular,2010,Tier 1,0.7585882888092543
Apple,Fruits and Vegetables,0.19,2.98,187.32999999999998,2025-01-11 08:54:46.004784,5,High,Loose,7.343797600709896,Supermarket Type1,Regular,2010,Tier 1,0.8279916327761009
Mixed Nuts,Packaged Snacks,0.16999999999999998,4.69,164.63,2025-01-11 08:54:46.005135,179,Medium,Packaged,6.278060896190364,Supermarket Type3,Regular,2018,Tier 3,0.9668615507764269
Brown Rice,Grains and Cereals,0.9299999999999999,3.38,178.52,2025-01-11 08:54:46.005446,177,Low,Packaged,6.116852579466958,Supermarket Type1,Regular,2012,Tier 1,0.8795998041191968
Butter,Dairy Products,0.16,4.78,159.84,2025-01-11 08:54:46.005749,30,Medium,Packaged,6.11153370769337,Supermarket Type3,Full Fat,2018,Tier 3,0.8445215687184008
Banana,Fruits and Vegetables,0.07999999999999999,1.51,613.92,2025-01-11 08:54:46.006129,12,Medium,Loose,6.2473403847381865,Supermarket Type2,Regular,2015,Tier 2,0.9539097872523031
White Rice,Grains and Cereals,0.96,2.81,220.72,2025-01-11 08:54:46.006482,366,Low,Packaged,5.560113831777121,Supermarket Type2,Regular,2015,Tier 2,0.6907133826966123
Potato Chips,Packaged Snacks,0.22,1.7,257.35,2025-01-11 08:54:46.006863,83,High,Packaged,8.273872563949107,Supermarket Type2,Regular,2015,Tier 2,1.0
White Rice,Grains and Cereals,1.1,2.19,155.09,2025-01-11 08:54:46.007207,358,Low,Packaged,6.4390108237311,Supermarket Type2,Regular,2015,Tier 2,0.8198699862334045
Broccoli,Fruits and Vegetables,0.48000000000000004,3.7,93.36,2025-01-11 08:54:46.007514,3,Low,Loose,5.018962412581907,Supermarket Type2,Regular,2015,Tier 2,0.6674533860370242
Oats,Grains and Cereals,0.53,3.87,127.05,2025-01-11 08:54:46.007813,184,High,Packaged,8.518592299946532,Supermarket Type3,Regular,2018,Tier 3,0.8847353366047885
Banana,Fruits and Vegetables,0.21,1.3900000000000001,211.88,2025-01-11 08:54:46.008138,1,Medium,Loose,7.693220574623497,Supermarket Type2,Regular,2015,Tier 2,0.8865889524013142
Kiwi,Fruits and Vegetables,0.04000000000000001,2.6,82.44,2025-01-11 08:54:46.008524,19,Low,Packaged,5.61189967007253,Supermarket Type3,Regular,2018,Tier 3,0.7049074630819371
Energy Bars,Packaged Snacks,0.10999999999999999,2.21,202.71,2025-01-11 08:54:46.008853,144,High,Packaged,9.147327578974048,Supermarket Type1,Regular,2010,Tier 1,0.8678205415805846
Banana,Fruits and Vegetables,0.15,2.06,595.9799999999999,2025-01-11 08:54:46.009185,1,Medium,Loose,6.452334155357889,Supermarket Type2,Regular,2015,Tier 2,0.9550000305099158
Chocolate Cookies,Packaged Snacks,0.37,2.6,249.92000000000002,2025-01-11 08:54:46.009501,116,High,Packaged,8.663871656763469,Supermarket Type1,Regular,2012,Tier 1,1.0
Chocolate Cookies,Packaged Snacks,0.21999999999999997,3.11,268.39,2025-01-11 08:54:46.009824,124,High,Packaged,9.873186288010261,Supermarket Type1,Regular,2012,Tier 1,0.9233184117106843
Energy Bars,Packaged Snacks,0.21,2.16,150.13,2025-01-11 08:54:46.010130,144,High,Packaged,9.015581273607081,Supermarket Type1,Regular,2010,Tier 1,0.9651217882714515
Cheese,Dairy Products,0.31,5.05,180.21,2025-01-11 08:54:46.010440,64,Low,Packaged,8.080341227468518,Supermarket Type1,Full Fat,2010,Tier 1,0.8112512656445535
Mixed Nuts,Packaged Snacks,0.25,5.23,214.01,2025-01-11 08:54:46.010741,180,Medium,Packaged,6.169290446550807,Supermarket Type3,Regular,2018,Tier 3,0.8367421569543315
Potato Chips,Packaged Snacks,0.24000000000000002,2.12,283.21,2025-01-11 08:54:46.011039,94,High,Packaged,7.932654475787224,Supermarket Type2,Regular,2015,Tier 2,0.9327322884185085
Banana,Fruits and Vegetables,0.09,1.35,565.68,2025-01-11 08:54:46.011338,5,Medium,Loose,7.556435531614533,Supermarket Type2,Regular,2015,Tier 2,0.984237648337784
Orange,Fruits and Vegetables,0.09,2.4699999999999998,138.86,2025-01-11 08:54:46.011635,13,High,Loose,5.557751305854374,Supermarket Type1,Regular,2012,Tier 1,0.8074314782389342
Orange,Fruits and Vegetables,0.12,1.59,209.17000000000002,2025-01-11 08:54:46.011928,27,High,Loose,6.9096290410204855,Supermarket Type1,Regular,2012,Tier 1,0.7875063824495387
Whole Milk,Dairy Products,1.05,3.59,295.49,2025-01-11 08:54:46.012246,6,Medium,Packaged,9.604564361246766,Supermarket Type1,Full Fat,2010,Tier 1,0.935277979789029
Orange,Fruits and Vegetables,0.19,2.33,174.97,2025-01-11 08:54:46.012766,20,High,Loose,6.144838497682057,Supermarket Type1,Regular,2012,Tier 1,0.8454780393699808
Cheese,Dairy Products,0.4,4.82,164.32999999999998,2025-01-11 08:54:46.013103,63,Low,Packaged,7.586961852776262,Supermarket Type1,Full Fat,2010,Tier 1,0.8561810768338839
Yogurt,Dairy Products,0.42,2.11,189.69,2025-01-11 08:54:46.013430,27,High,Packaged,9.986412752455335,Supermarket Type1,Low Fat,2012,Tier 1,0.81768644984585
Broccoli,Fruits and Vegetables,0.45,3.95,146.04,2025-01-11 08:54:46.013746,15,Low,Loose,5.340917323526556,Supermarket Type2,Regular,2015,Tier 2,0.6359799874416091
Spinach,Fruits and Vegetables,0.33999999999999997,2.5100000000000002,48.13,2025-01-11 08:54:46.014147,1,Medium,Loose,7.901721362249601,Supermarket Type1,Regular,2010,Tier 1,0.9016537638689476
White Rice,Grains and Cereals,0.97,2.87,586.13,2025-01-11 08:54:46.014528,368,Low,Packaged,6.606616924221617,Supermarket Type1,Regular,2010,Tier 1,0.8134154307351336
Broccoli,Fruits and Vegetables,0.34,3.19,147.3,2025-01-11 08:54:46.014901,6,Low,Loose,6.978641493785955,Supermarket Type2,Regular,2015,Tier 2,0.7693303084670625
Mixed Nuts,Packaged Snacks,0.25,5.3,137.25,2025-01-11 08:54:46.015283,188,Medium,Packaged,6.821089066222207,Supermarket Type3,Regular,2018,Tier 3,0.9327359321745435
White Rice,Grains and Cereals,1.04,2.42,224.95,2025-01-11 08:54:46.015624,356,Low,Packaged,5.048557463609665,Supermarket Type2,Regular,2015,Tier 2,0.6502517174879762
Potato Chips,Packaged Snacks,0.16,2.11,229.21,2025-01-11 08:54:46.015981,91,High,Packaged,7.191534278452426,Supermarket Type2,Regular,2015,Tier 2,0.9511062772429978
Kiwi,Fruits and Vegetables,0.0,2.81,141.01,2025-01-11 08:54:46.016418,22,Low,Packaged,4.785794553815006,Supermarket Type3,Regular,2018,Tier 3,0.6117995082430753
Kiwi,Fruits and Vegetables,0.12000000000000001,2.7199999999999998,146.37,2025-01-11 08:54:46.016798,14,Low,Packaged,5.203572423345815,Supermarket Type3,Regular,2018,Tier 3,0.5840690205506076
White Rice,Grains and Cereals,1.08,2.7800000000000002,214.24,2025-01-11 08:54:46.017209,371,Low,Packaged,5.4625470243355485,Supermarket Type2,Regular,2015,Tier 2,0.6565288290696123
Broccoli,Fruits and Vegetables,0.47000000000000003,3.86,126.05,2025-01-11 08:54:46.017542,4,Low,Loose,5.689736120705583,Supermarket Type2,Regular,2015,Tier 2,0.6312205868226047
Quinoa,Grains and Cereals,0.45,6.13,99.58,2025-01-11 08:54:46.017848,363,Medium,Packaged,9.147545442786928,Supermarket Type1,Regular,2010,Tier 1,0.9157382820192512
Apple,Fruits and Vegetables,0.21000000000000002,2.16,149.47,2025-01-11 08:54:46.018234,15,High,Loose,8.664891395503503,Supermarket Type1,Regular,2010,Tier 1,0.8144254971323063
Mixed Nuts,Packaged Snacks,0.21,5.46,143.48,2025-01-11 08:54:46.018571,182,Medium,Packaged,6.944732338972752,Supermarket Type3,Regular,2018,Tier 3,0.9620943459317974
Yogurt,Dairy Products,0.41000000000000003,2.38,135.45,2025-01-11 08:54:46.018894,29,High,Packaged,9.005841668797883,Supermarket Type1,Low Fat,2012,Tier 1,0.9342000036603345
Energy Bars,Packaged Snacks,0.06999999999999999,2.52,222.56,2025-01-11 08:54:46.019239,150,High,Packaged,9.685486579643516,Supermarket Type1,Regular,2010,Tier 1,0.9686012111359801
Low-Fat Milk,Dairy Products,0.9,3.54,617.64,2025-01-11 08:54:46.019667,12,Medium,Packaged,8.242250974345689,Supermarket Type2,Low Fat,2015,Tier 2,0.842694704257003
Energy Bars,Packaged Snacks,0.18,2.28,151.02,2025-01-11 08:54:46.020002,147,High,Packaged,9.962585008233681,Supermarket Type1,Regular,2010,Tier 1,1.0
Kiwi,Fruits and Vegetables,0.04000000000000001,2.63,107.32,2025-01-11 08:54:46.020361,4,Low,Packaged,5.5376076189419345,Supermarket Type3,Regular,2018,Tier 3,0.6087629490088609
Apple,Fruits and Vegetables,0.13,2.46,151.43,2025-01-11 08:54:46.020709,7,High,Loose,8.824101593629774,Supermarket Type1,Regular,2010,Tier 1,0.7521944313783062
White Rice,Grains and Cereals,1.06,2.47,164.75,2025-01-11 08:54:46.021016,374,Low,Packaged,5.515189750852916,Supermarket Type2,Regular,2015,Tier 2,0.6781926363703115
Spinach,Fruits and Vegetables,0.21999999999999997,1.9800000000000002,40.96,2025-01-11 08:54:46.021322,1,Medium,Loose,7.650894642588788,Supermarket Type1,Regular,2010,Tier 1,0.8203643722338073
White Rice,Grains and Cereals,1.0,2.09,592.2399999999999,2025-01-11 08:54:46.021680,360,Low,Packaged,6.051380166068043,Supermarket Type1,Regular,2010,Tier 1,0.8512700469576477
Brown Rice,Grains and Cereals,0.92,3.35,107.84,2025-01-11 08:54:46.021988,176,Low,Packaged,6.176081960435285,Supermarket Type1,Regular,2012,Tier 1,0.7974503433987261
Kiwi,Fruits and Vegetables,0.010000000000000009,3.36,136.63,2025-01-11 08:54:46.022307,21,Low,Packaged,4.688791556514058,Supermarket Type3,Regular,2018,Tier 3,0.5582297055588142
Butter,Dairy Products,0.18,4.22,105.8,2025-01-11 08:54:46.022666,25,Medium,Packaged,6.447757321007358,Supermarket Type3,Full Fat,2018,Tier 3,0.8625075295120523
Chocolate Cookies,Packaged Snacks,0.24,3.22,265.52,2025-01-11 08:54:46.023015,123,High,Packaged,9.094178021587723,Supermarket Type1,Regular,2012,Tier 1,0.9685748082007656
Broccoli,Fruits and Vegetables,0.45,3.25,86.92,2025-01-11 08:54:46.023328,16,Low,Loose,6.343248683098889,Supermarket Type2,Regular,2015,Tier 2,0.6573526609063911
Potato Chips,Packaged Snacks,0.12000000000000001,2.18,253.69,2025-01-11 08:54:46.023670,90,High,Packaged,8.895914449699875,Supermarket Type2,Regular,2015,Tier 2,0.8606523327587243
Low-Fat Milk,Dairy Products,0.94,3.4400000000000004,254.89,2025-01-11 08:54:46.023994,22,Medium,Packaged,7.426974777256776,Supermarket Type2,Low Fat,2015,Tier 2,0.935683724900431
White Rice,Grains and Cereals,1.07,2.82,221.07999999999998,2025-01-11 08:54:46.024405,359,Low,Packaged,5.470538353178053,Supermarket Type2,Regular,2015,Tier 2,0.8426407985321027
Apple,Fruits and Vegetables,0.21000000000000002,2.76,102.37,2025-01-11 08:54:46.024797,8,High,Loose,7.852047522909248,Supermarket Type1,Regular,2010,Tier 1,0.9075394544070516
Low-Fat Milk,Dairy Products,1.07,3.5,565.4599999999999,2025-01-11 08:54:46.025151,20,Medium,Packaged,7.767812131733866,Supermarket Type2,Low Fat,2015,Tier 2,0.8447714832993142
Apple,Fruits and Vegetables,0.23,2.52,160.94,2025-01-11 08:54:46.025482,7,High,Loose,7.583888282910157,Supermarket Type1,Regular,2010,Tier 1,0.9417794844615875
Energy Bars,Packaged Snacks,0.09,2.99,248.75,2025-01-11 08:54:46.025837,147,High,Packaged,9.028541791617354,Supermarket Type1,Regular,2010,Tier 1,0.9922149369042057
Energy Bars,Packaged Snacks,0.24,2.65,174.63,2025-01-11 08:54:46.026159,144,High,Packaged,9.952978247964344,Supermarket Type1,Regular,2010,Tier 1,0.8554000050987122
Kiwi,Fruits and Vegetables,0.18,2.68,87.24000000000001,2025-01-11 08:54:46.026461,18,Low,Packaged,4.661187915063945,Supermarket Type3,Regular,2018,Tier 3,0.7360324080175775
Spinach,Fruits and Vegetables,0.25,2.0900000000000003,134.34,2025-01-11 08:54:46.026806,1,Medium,Loose,6.451014363891569,Supermarket Type1,Regular,2010,Tier 1,0.8095303605512849
Low-Fat Milk,Dairy Products,1.04,3.08,538.9799999999999,2025-01-11 08:54:46.027183,8,Medium,Packaged,8.877745290721602,Supermarket Type2,Low Fat,2015,Tier 2,0.832772572741003
Yogurt,Dairy Products,0.45,2.46,158.29,2025-01-11 08:54:46.027533,24,High,Packaged,9.246415795280145,Supermarket Type1,Low Fat,2012,Tier 1,0.8666777871037151
Broccoli,Fruits and Vegetables,0.33,3.76,105.1,2025-01-11 08:54:46.027871,1,Low,Loose,5.461403777405671,Supermarket Type2,Regular,2015,Tier 2,0.7163496288301592
Broccoli,Fruits and Vegetables,0.42000000000000004,3.84,129.07,2025-01-11 08:54:46.028198,5,Low,Loose,5.736717436698685,Supermarket Type2,Regular,2015,Tier 2,0.740503369711085
Brown Rice,Grains and Cereals,1.04,2.82,163.82,2025-01-11 08:54:46.028551,176,Low,Packaged,7.627646108203718,Supermarket Type1,Regular,2012,Tier 1,0.7897280053659889
White Rice,Grains and Cereals,0.95,2.9699999999999998,571.37,2025-01-11 08:54:46.028876,369,Low,Packaged,6.880691972183962,Supermarket Type1,Regular,2010,Tier 1,0.8565222553666912
Oats,Grains and Cereals,0.48,3.0300000000000002,172.82,2025-01-11 08:54:46.029208,181,High,Packaged,8.180339846597976,Supermarket Type3,Regular,2018,Tier 3,0.8536413771199223
Chocolate Cookies,Packaged Snacks,0.31,3.26,187.62,2025-01-11 08:54:46.029511,117,High,Packaged,9.419095727095362,Supermarket Type1,Regular,2012,Tier 1,0.9667495934141792
Low-Fat Milk,Dairy Products,1.0,3.56,527.7199999999999,2025-01-11 08:54:46.029809,16,Medium,Packaged,8.93559070869041,Supermarket Type2,Low Fat,2015,Tier 2,0.9002098359528474
Apple,Fruits and Vegetables,0.21000000000000002,2.45,149.62,2025-01-11 08:54:46.030173,13,High,Loose,8.869756846735125,Supermarket Type1,Regular,2010,Tier 1,0.754679314064154
Chocolate Cookies,Packaged Snacks,0.22999999999999998,2.78,175.4,2025-01-11 08:54:46.030504,120,High,Packaged,9.385808381439903,Supermarket Type1,Regular,2012,Tier 1,1.0
Orange,Fruits and Vegetables,0.27,1.51,195.68,2025-01-11 08:54:46.030806,30,High,Loose,5.897065139789777,Supermarket Type1,Regular,2012,Tier 1,0.7628159686724294
Butter,Dairy Products,0.32,4.21,118.87,2025-01-11 08:54:46.031156,39,Medium,Packaged,7.255655788363185,Supermarket Type3,Full Fat,2018,Tier 3,0.8683248874978368
Butter,Dairy Products,0.3,4.84,162.74,2025-01-11 08:54:46.031514,38,Medium,Packaged,7.816571946916672,Supermarket Type3,Full Fat,2018,Tier 3,0.8048693743761425
Quinoa,Grains and Cereals,0.43,5.63,143.75,2025-01-11 08:54:46.031828,372,Medium,Packaged,9.263539102764376,Supermarket Type1,Regular,2010,Tier 1,0.8374982563689062
White Rice,Grains and Cereals,0.91,2.42,539.28,2025-01-11 08:54:46.032165,362,Low,Packaged,5.955352167273399,Supermarket Type1,Regular,2010,Tier 1,0.8742356638200707
Cheese,Dairy Products,0.21999999999999997,4.69,185.1,2025-01-11 08:54:46.032572,56,Low,Packaged,7.6857893513548525,Supermarket Type1,Full Fat,2010,Tier 1,0.9246837529355363
Chocolate Cookies,Packaged Snacks,0.21,2.97,229.6,2025-01-11 08:54:46.032942,126,High,Packaged,8.347373513807039,Supermarket Type1,Regular,2012,Tier 1,0.9648488238225511
White Rice,Grains and Cereals,0.96,2.62,202.19,2025-01-11 08:54:46.033327,374,Low,Packaged,5.576242238937645,Supermarket Type2,Regular,2015,Tier 2,0.7975006834367987
Quinoa,Grains and Cereals,0.47,5.81,103.66,2025-01-11 08:54:46.033663,357,Medium,Packaged,9.553430426548644,Supermarket Type1,Regular,2010,Tier 1,0.8312970666024481
Energy Bars,Packaged Snacks,0.18,2.32,155.82,2025-01-11 08:54:46.033967,150,High,Packaged,8.910322422985159,Supermarket Type1,Regular,2010,Tier 1,0.9878850649247811
Banana,Fruits and Vegetables,0.09999999999999999,2.02,220.41,2025-01-11 08:54:46.034304,1,Medium,Loose,7.181493256533225,Supermarket Type2,Regular,2015,Tier 2,0.9165543346058403
White Rice,Grains and Cereals,0.95,2.64,522.9399999999999,2025-01-11 08:54:46.034671,366,Low,Packaged,6.605821388976658,Supermarket Type1,Regular,2010,Tier 1,0.8223482306129952
Cheese,Dairy Products,0.32,4.6,212.31,2025-01-11 08:54:46.035063,68,Low,Packaged,8.370401707044701,Supermarket Type1,Full Fat,2010,Tier 1,0.8230976452975307
Banana,Fruits and Vegetables,0.2,1.85,245.62,2025-01-11 08:54:46.035420,8,Medium,Loose,6.984103544615908,Supermarket Type2,Regular,2015,Tier 2,0.8293828636513668
Butter,Dairy Products,0.22,4.3,165.73,2025-01-11 08:54:46.035789,29,Medium,Packaged,6.851740996320196,Supermarket Type3,Full Fat,2018,Tier 3,0.7315785375875089
Quinoa,Grains and Cereals,0.56,6.32,118.49,2025-01-11 08:54:46.036103,355,Medium,Packaged,9.306884473389665,Supermarket Type1,Regular,2010,Tier 1,0.7923926057197253
Kiwi,Fruits and Vegetables,0.060000000000000005,2.78,150.07999999999998,2025-01-11 08:54:46.036447,13,Low,Packaged,5.634780676880499,Supermarket Type3,Regular,2018,Tier 3,0.7207203825227468
Low-Fat Milk,Dairy Products,0.92,3.0700000000000003,543.39,2025-01-11 08:54:46.036777,5,Medium,Packaged,7.497657891098665,Supermarket Type2,Low Fat,2015,Tier 2,0.9607941461707041
Yogurt,Dairy Products,0.44,1.65,135.2,2025-01-11 08:54:46.037085,11,High,Packaged,9.979647928259151,Supermarket Type1,Low Fat,2012,Tier 1,0.9998001367656167
Whole Milk,Dairy Products,0.97,3.39,328.74,2025-01-11 08:54:46.037386,5,Medium,Packaged,9.716416551576863,Supermarket Type1,Full Fat,2010,Tier 1,1.0
Brown Rice,Grains and Cereals,1.02,3.12,122.87,2025-01-11 08:54:46.037764,171,Low,Packaged,7.9624241469255415,Supermarket Type1,Regular,2012,Tier 1,0.792116440584775
Spinach,Fruits and Vegetables,0.3,1.7200000000000002,128.9,2025-01-11 08:54:46.038081,6,Medium,Loose,6.095602435429006,Supermarket Type1,Regular,2010,Tier 1,0.828219860256149
Apple,Fruits and Vegetables,0.17,2.31,120.83,2025-01-11 08:54:46.038383,5,High,Loose,7.257017885138094,Supermarket Type1,Regular,2010,Tier 1,0.7810257439611763
Low-Fat Milk,Dairy Products,0.99,3.4800000000000004,562.6099999999999,2025-01-11 08:54:46.038741,16,Medium,Packaged,7.639509655942961,Supermarket Type2,Low Fat,2015,Tier 2,0.7918841650758439
Cheese,Dairy Products,0.22999999999999998,5.4,247.03,2025-01-11 08:54:46.039063,68,Low,Packaged,8.288291743539796,Supermarket Type1,Full Fat,2010,Tier 1,0.8365689689030628
Whole Milk,Dairy Products,1.06,3.2,260.22,2025-01-11 08:54:46.039363,14,Medium,Packaged,8.901736141007994,Supermarket Type1,Full Fat,2010,Tier 1,0.9887225317179914
Butter,Dairy Products,0.16999999999999998,4.12,149.54,2025-01-11 08:54:46.039692,35,Medium,Packaged,6.24030192833175,Supermarket Type3,Full Fat,2018,Tier 3,0.8917385534398541
Kiwi,Fruits and Vegetables,0.08,3.09,165.62,2025-01-11 08:54:46.040065,19,Low,Packaged,4.843724324535867,Supermarket Type3,Regular,2018,Tier 3,0.6674257402350311
Oats,Grains and Cereals,0.45,3.85,207.96,2025-01-11 08:54:46.040445,176,High,Packaged,7.309666791395459,Supermarket Type3,Regular,2018,Tier 3,0.8169845521732587
Apple,Fruits and Vegetables,0.14,2.01,122.01,2025-01-11 08:54:46.040848,13,High,Loose,7.54205241271601,Supermarket Type1,Regular,2010,Tier 1,0.8095577178183355
Orange,Fruits and Vegetables,0.18,2.09,160.25,2025-01-11 08:54:46.041203,17,High,Loose,6.192429516885268,Supermarket Type1,Regular,2012,Tier 1,0.8325809172141178
Energy Bars,Packaged Snacks,0.10999999999999999,2.27,246.91,2025-01-11 08:54:46.041513,150,High,Packaged,8.167816149979085,Supermarket Type1,Regular,2010,Tier 1,0.9157986608333597
Yogurt,Dairy Products,0.45,2.23,173.09,2025-01-11 08:54:46.041813,13,High,Packaged,9.666617751731007,Supermarket Type1,Low Fat,2012,Tier 1,0.821321543815156
Low-Fat Milk,Dairy Products,1.02,2.79,200.51,2025-01-11 08:54:46.042193,23,Medium,Packaged,8.056304658788644,Supermarket Type2,Low Fat,2015,Tier 2,0.8849304534389736
Butter,Dairy Products,0.2,4.62,176.51,2025-01-11 08:54:46.042505,21,Medium,Packaged,7.614701802363831,Supermarket Type3,Full Fat,2018,Tier 3,0.761338608642759
White Rice,Grains and Cereals,0.9,2.17,613.6199999999999,2025-01-11 08:54:46.042807,364,Low,Packaged,6.5632943071741385,Supermarket Type1,Regular,2010,Tier 1,0.9393256070221015
Banana,Fruits and Vegetables,0.13,2.21,580.75,2025-01-11 08:54:46.043150,1,Medium,Loose,6.0319150240615125,Supermarket Type2,Regular,2015,Tier 2,0.8502444133426541
Banana,Fruits and Vegetables,0.16,1.71,172.93,2025-01-11 08:54:46.043499,3,Medium,Loose,6.004582210762661,Supermarket Type2,Regular,2015,Tier 2,0.8634653026918908
Banana,Fruits and Vegetables,0.09,1.46,191.42,2025-01-11 08:54:46.043819,5,Medium,Loose,6.046992799484238,Supermarket Type2,Regular,2015,Tier 2,1.0
Chocolate Cookies,Packaged Snacks,0.35,2.54,267.65,2025-01-11 08:54:46.044202,113,High,Packaged,9.703555392267434,Supermarket Type1,Regular,2012,Tier 1,0.8952900966550753
Mixed Nuts,Packaged Snacks,0.16999999999999998,4.67,213.63,2025-01-11 08:54:46.044577,178,Medium,Packaged,7.69998927705269,Supermarket Type3,Regular,2018,Tier 3,0.8325715190286485
White Rice,Grains and Cereals,1.07,2.35,194.14,2025-01-11 08:54:46.044914,372,Low,Packaged,6.912036777453617,Supermarket Type2,Regular,2015,Tier 2,0.694707361689797
Chocolate Cookies,Packaged Snacks,0.33999999999999997,3.41,232.41,2025-01-11 08:54:46.045273,112,High,Packaged,9.392500455817263,Supermarket Type1,Regular,2012,Tier 1,0.9688894763498296
Quinoa,Grains and Cereals,0.59,5.77,111.02,2025-01-11 08:54:46.045602,365,Medium,Packaged,8.497234976313214,Supermarket Type1,Regular,2010,Tier 1,0.7891017843784982
Banana,Fruits and Vegetables,0.18,2.19,170.82999999999998,2025-01-11 08:54:46.045926,15,Medium,Loose,6.8447682724943615,Supermarket Type2,Regular,2015,Tier 2,0.9426066519549897
Butter,Dairy Products,0.25,4.16,153.68,2025-01-11 08:54:46.046236,26,Medium,Packaged,7.99398936799138,Supermarket Type3,Full Fat,2018,Tier 3,0.8974538939788098
White Rice,Grains and Cereals,1.09,2.24,569.8499999999999,2025-01-11 08:54:46.046609,368,Low,Packaged,5.597837431432481,Supermarket Type1,Regular,2010,Tier 1,0.7869941159384304
